Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL3577881,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccn2n1,7.03
CHEMBL4648953,O=C1[C@@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc(F)cc3)N2C(=O)N1c1cccc(C(F)(F)F)c1,8.12
CHEMBL3687333,CCn1c(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc2cc(Cl)ccc21,6.98
CHEMBL3687350,Cc1c(N(Cc2ccc3cn[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,6.22
CHEMBL3687387,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3ccccc3c(C3CC3)n2)cc1,7.18
CHEMBL3682567,Cc1c(N(Cc2ccc3c(c2)CCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.09
CHEMBL3682574,Cc1c(N(Cc2cc3cc(Cl)ccc3n2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,7.36
CHEMBL3682576,Cc1c(N(Cc2ccc3c(c2)OC(C)(C)C3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.24
CHEMBL3682592,CC(C)c1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C(F)(F)F)c2ccccc12,8.13
CHEMBL3682609,Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C2CC2)c2ccccc12,8.42
CHEMBL3682611,Cc1cc2ccc(Cl)cc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,6.16
CHEMBL3639861,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3ccccc3cn2)cc1,7.64
CHEMBL3687339,Cc1c(N(Cc2cc3ccccc3n2C2CC2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,7.08
CHEMBL3687340,Cc1c(N(Cc2cc3cc(Cl)ccc3n2C2CC2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,6.88
CHEMBL3687371,Cc1c(N(Cc2cc3cc(Cl)ccc3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.27
CHEMBL3687377,Cc1cc2ccccc2nc1N(Cc1cccc(C(F)(F)C2CC2)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,7.68
CHEMBL3687389,COCc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2ccccc12,7.68
CHEMBL3682540,Cc1c(N(Cc2ccc(OC(F)(F)F)c(F)c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,8.44
CHEMBL3682571,Cc1c(N(Cc2ccc(C(F)(F)F)cn2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.42
CHEMBL3682618,Cc1cc2cccc(C)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)[O-])cc1,7.8
CHEMBL3687378,Cc1c(N(Cc2ccc(F)c(C(F)(F)C3CC3)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.96
CHEMBL3687385,CCc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2ccccc12,8.09
CHEMBL5083277,CCOC(=O)/C=C/Oc1nc(-c2ccc(C)cc2)sc1C(=O)OCC,5.95
CHEMBL3682585,CCCc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2ccccc12,7.96
CHEMBL3682595,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C(C)O)c2ccccc12,7.01
CHEMBL3682598,Cc1c(N(Cc2ccc3c(Cl)c[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.82
CHEMBL3682614,Cc1cccc2cnc(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)c(C)c12,8.51
CHEMBL3682620,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3ccccc3c(Br)n2)cc1,6.88
CHEMBL3682621,CCc1cc2ccccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,7.27
CHEMBL3687325,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cn2)c2ncc3ccccc3c2C2CC2)cc1,8.66
CHEMBL3687367,Cc1c(N(Cc2cc3c(Cl)cccc3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.66
CHEMBL3687383,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(Cl)c3sccc23)cc1,7.12
CHEMBL3353582,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(-c3ccccc3)cc2Cl)cc1,6.91
CHEMBL3682543,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc(C2CC2)c2ccccc12,8.72
CHEMBL3682555,Cc1c(N(Cc2ccc3ccccc3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.07
CHEMBL3639814,Cc1c(N(Cc2ccc3c(c2)OCC3(C)C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,8.28
CHEMBL3682577,Cc1c(N(Cc2ccc3c(c2)COC3(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.0
CHEMBL3682603,Cc1c(N(Cc2cc3ccccc3cn2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,7.28
CHEMBL3682607,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(Cl)c3ccccc23)cc1,7.03
CHEMBL4795385,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1N)[C@@H]1CCc2c(F)cc(Cl)cc21,6.77
CHEMBL3967426,COc1nc(-c2ccccc2Cl)cc2nc(-c3c(Cl)c(C(C)(C)C)nn3C)[nH]c12,8.46
CHEMBL3907933,Cc1ccccc1C(=O)N([C@H](C)c1cccc(Cl)c1)[C@@H](C(N)=O)c1ccccc1,6.41
CHEMBL173443,CCCCCc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1,5.41
CHEMBL3298923,Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,5.04
CHEMBL2442032,CCCCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CCC[C@H](N)C1,5.85
CHEMBL3682561,Cc1c(N(Cc2ccc(OCC3CCCC3)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,7.04
CHEMBL3687344,Cc1c(N(Cc2ccc(C(C)(O)C(F)(F)F)c(Cl)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.82
CHEMBL3687355,Cc1cc2ccccc2nc1N(Cc1ccc(CC2CC2)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,8.11
CHEMBL3687363,Cc1c(N(Cc2ccc(COC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.06
CHEMBL3682549,Cc1c(N(Cc2ccc(C(C)(C)C)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.74
CHEMBL3682563,Cc1c(N(Cc2ccc(OC3CCCC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.77
CHEMBL3682612,Cc1ccc2cnc(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)c(C)c2c1,6.87
CHEMBL3687348,Cc1c(N(Cc2ccc3c(Cl)n[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.68
CHEMBL3353577,O=C(NCCO)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(C(F)(F)F)cc2Cl)cc1,6.67
CHEMBL3687398,CC(C)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.25
CHEMBL3687401,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2cccc(Cl)c12,7.36
CHEMBL2442012,CCN(C(=O)c1ccccc1OCc1ccccc1C#N)C1CCCC(N)C1,5.73
CHEMBL2442018,CCN(C(=O)c1ccccc1OCc1ccccc1F)[C@H]1CCC[C@@H](N)C1,6.36
CHEMBL2442019,CCN(C(=O)c1ccccc1OCc1ccccc1F)[C@@H]1CCC[C@H](N)C1,7.68
CHEMBL2443079,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@@H](O)c1cccc(F)c1O2,8.02
CHEMBL2443069,O=C1CC2(CCN(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)Oc2c(Br)cccc21,6.18
CHEMBL2443066,O=C(Nc1nc2ccc(F)cc2s1)N1CCC2(CCc3cccc(Cl)c3O2)CC1,6.95
CHEMBL2443088,Cc1ccc(NC(=O)N2CCC3(CCc4cccc(Cl)c4O3)CC2)cc1,6.54
CHEMBL1094770,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccc(-c2ccccc2)cc1,6.16
CHEMBL4777173,C=C1[C@H](C)CC[C@@H](C(C)C)[C@@H]1OC(=O)c1ccccc1,5.7
CHEMBL4240425,O=C(c1ccc2ncccc2c1)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,6.41
CHEMBL3577907,C[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)n1)C(=O)c1cc2ccccc2cn1,6.72
CHEMBL3577890,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)n1)C(=O)c1cnc2ccccc2c1,5.94
CHEMBL3613642,CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1,4.52
CHEMBL3682587,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(OC(C)C)c2ccccc12,7.68
CHEMBL3687364,Cc1c(N(Cc2ccc(CC3(C(F)(F)F)CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.41
CHEMBL2440148,O=C1CC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)Oc2c(F)cccc21,6.74
CHEMBL2443082,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC2(CCc3cc(F)ccc3O2)CC1,6.18
CHEMBL3901461,COc1cccc(CN(C(=O)c2ccccc2)[C@@H](C(=O)N(C)C)c2ccccc2)c1,4.07
CHEMBL4785984,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(Cl)cc21,6.92
CHEMBL4763262,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,7.0
CHEMBL4748099,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccccc21,6.57
CHEMBL3682551,Cc1c(N(Cc2ccc(-c3ccccc3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.58
CHEMBL3687365,Cc1c(N(Cc2cc3c(F)cc(F)cc3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.89
CHEMBL3687373,Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)c(Cl)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,8.85
CHEMBL3687375,Cc1cc2ccccc2nc1N(Cc1ccc(C(F)(F)C2CC2)c(F)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,8.51
CHEMBL3682539,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,8.57
CHEMBL3682570,Cc1c(N(Cc2cc(F)c(C(F)(F)F)s2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,7.96
CHEMBL3682581,Cc1c(N(Cc2ccc(-c3cccc(F)c3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.82
CHEMBL5270316,COC(=O)C(NCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,5.52
CHEMBL5286610,O=C(N[C@]1(c2ccc(OC(F)(F)F)cc2)CCOc2cccnc21)c1ccc2[nH]cnc2c1,8.4
CHEMBL3682605,Cc1c(N(Cc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.4
CHEMBL3353575,CNC(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(C(F)(F)F)cc2Cl)cc1,7.24
CHEMBL3353593,O=C(O)c1ccc(S(=O)(=O)N(Cc2cccc(C(F)(F)F)c2)c2ncc(C(F)(F)F)cc2Cl)cc1,7.39
CHEMBL3353602,CC1(c2ccc(CN(c3ncc(C(F)(F)F)cc3Cl)S(=O)(=O)c3ccc(C(=O)O)cc3)cc2)CC1,8.1
CHEMBL3353604,CC(=O)Nc1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,4.74
CHEMBL3353609,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ncc(Cl)cc2Cl)cc1,7.96
CHEMBL3687342,Cc1c(N(Cc2ccc(CC3CC3)c(F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.54
CHEMBL3687362,Cc1c(N(Cc2ccc(C(F)(F)C3CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,8.34
CHEMBL3972562,CNC(=O)[C@@H](c1ccccc1)N(Cc1cccc(OC)c1)C(=O)c1ccccc1,5.0
CHEMBL3687361,Cc1nc2ccc(CN(c3ncc4ccccc4c3C)S(=O)(=O)c3ccc(C(=O)O)cc3)cc2s1,6.83
CHEMBL3687381,O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(F)c2)c2ncc3ccccc3c2C2CC2)cc1,9.1
CHEMBL3687404,O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)C3CC3)c(Cl)c2)c2ncc3ccccc3c2C(F)(F)F)cc1,9.05
CHEMBL5268409,Cc1nc(-c2sc(-c3cccc(F)c3)nc2O)no1,5.75
CHEMBL5271998,O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCCCO1,6.78
CHEMBL3577898,C[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,6.54
CHEMBL4238921,COc1ccc(C(=O)N[C@@H](c2ccc(C(F)(F)F)cc2)c2ncccc2C(F)(F)F)cn1,7.82
CHEMBL4247840,O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F)c1ccc(O)cc1,8.1
CHEMBL4239691,Cc1cccc([C@H](NC(=O)c2ccc3cccnc3c2)c2ncccc2C(F)(F)F)c1,7.04
CHEMBL3353587,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(Cl)cc2C(F)(F)F)cc1,5.81
CHEMBL3353608,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2ncc(Cl)cc2Cl)cc1,7.8
CHEMBL4786793,C[C@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,5.92
CHEMBL5287269,CCn1nnc(-c2sc(-c3cccc(N(C)C)c3)nc2O)n1,5.32
CHEMBL5269673,CCC(=O)c1sc(-c2cccc(F)c2)nc1O,8.07
CHEMBL4550460,C/C=C(\C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C(=O)O)[C@@H]2[C@@]1(C)C(=O)CCO,4.73
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.1
CHEMBL5272167,CCn1/c(=N/S(=O)(=O)c2ccccc2)n(Cc2ccc(C(F)(F)F)c(F)c2)c2cc(C(F)(F)F)ccc21,8.3
CHEMBL5275700,CCn1nnc(-c2sc(-c3ccc(Cl)cc3)nc2O)n1,5.12
CHEMBL4751372,C[C@H](c1cc(F)cc(F)c1F)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,5.66
CHEMBL4759917,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(F)cc21,7.05
CHEMBL4785621,COc1ncccc1C(=O)N([C@@H]1CCc2c(F)cc(Cl)cc21)[C@@H](C(N)=O)c1ccccc1,6.42
CHEMBL294199,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,6.0
CHEMBL3682556,COc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)c(C)c2ccccc12,8.6
CHEMBL3682578,Cc1c(N(Cc2cc3ccccc3s2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,8.51
CHEMBL3682579,Cc1c(N(CC2CCN(c3ccccc3)CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.1
CHEMBL3682583,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc(-c2ccccc2)c2ccccc12,7.04
CHEMBL3682602,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(C)(C)O)cc2)ncc2ccccc12,7.21
CHEMBL3687379,Cc1cc2ccccc2nc1N(Cc1ccc(F)c(C(F)(F)C2CC2)c1)S(=O)(=O)c1ccc(C(=O)O)cc1,8.02
CHEMBL3682590,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)cc1,8.7
CHEMBL3682593,CC(=O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.85
CHEMBL3682594,CC(O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,7.6
CHEMBL3682601,CONC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1,7.89
CHEMBL3687332,CCn1c(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc2ccccc21,7.42
CHEMBL5284452,O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCOCC1,4.91
CHEMBL4749804,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cccc21,6.92
CHEMBL4791592,C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,7.3
CHEMBL4758145,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(Cl)cccc21,6.14
CHEMBL4745090,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCCc2ccccc21,5.85
CHEMBL422704,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,4.39
CHEMBL65312,CCOC(=O)c1sc(-c2ccccc2)nc1O,7.5
CHEMBL5273671,CCOC(=O)c1sc(-c2cccc(Cl)c2)nc1O,5.89
CHEMBL5280890,CCn1c(N(Cc2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccccc2)nc2cc(F)ccc21,8.22
CHEMBL258502,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,6.1
CHEMBL465718,CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2,6.82
CHEMBL5269402,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(Cc5ccccc5)(O[C@@H]1C3C=C(COC(=O)Cc1ccc(O)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,6.82
CHEMBL5275380,O=S(=O)(c1ccc(-c2nnn[nH]2)cc1)N(Cc1ccc(OC(F)(F)F)cc1)c1ncc2ccccc2c1C1CC1,9.52
CHEMBL4241349,O=C(O)c1ccc(C(=O)N[C@@H](c2ccc(OC(F)(F)F)c(F)c2)c2ncccc2F)nc1,7.89
CHEMBL4245611,Cc1ccc([C@H](NC(=O)c2ccc3cccnc3c2)c2ncccc2C(F)(F)F)cc1,7.12
CHEMBL5273282,CCOC(=O)c1sc(-c2cccc(F)c2)nc1O,7.41
CHEMBL5281922,COc1cccc(NS(=O)(=O)c2c(C)cc(C)c([N+](=O)[O-])c2C)c1,6.51
CHEMBL5269570,CCn1nnc(-c2sc(-c3cccc(C)c3)nc2O)n1,6.43
CHEMBL5274774,C[C@H](N)[C@H](O)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC[C@@H](O)[C@H](C)N,5.22
CHEMBL190461,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,7.22
CHEMBL5285119,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)CCN2CCC(c3ccccc3)CC2)sc2ccccc12,7.58
CHEMBL5291176,CON(C)C(=O)c1sc(-c2ccccc2O)nc1O,7.18
CHEMBL3687409,CNC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1,6.99
CHEMBL5093646,CCOC(=O)c1sc(-c2cccc(F)c2)nc1C#CCCCC(=O)O,5.39
CHEMBL5274341,CC(C)OP(=O)(OC(C)C)[C@@H](Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1Br,8.05
CHEMBL5284655,CC(=O)c1sc(-c2cccc(F)c2)nc1O,6.02
CHEMBL5267628,O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCCCCO1,7.5
CHEMBL5282295,CSc1cc(-c2ccc(Cl)cc2)[nH]n1,6.01
CHEMBL5283563,CCN(C)C(=O)c1sc(-c2ccccc2)nc1O,5.19
CHEMBL5287298,CCN(C(=O)/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,6.24
CHEMBL5279842,CCON(C)C(=O)c1sc(-c2cccc(F)c2)nc1O,5.78
CHEMBL5278729,Cn1nnc(-c2sc(-c3cccc(F)c3)nc2O)n1,6.67
CHEMBL5268544,CCn1nnc(-c2sc(-c3c(Cl)cccc3Cl)nc2O)n1,4.78
CHEMBL5279560,O=C(c1sc(-c2ccccc2O)nc1O)N1CCCCO1,7.09
CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,6.8
CHEMBL5268431,CCOC(=O)c1sc(-c2ccc(C)cc2)nc1O,6.8
CHEMBL5279823,CCn1nnc(-c2sc(-c3ccc(F)cc3)nc2O)n1,6.54
CHEMBL5270159,CCn1nnc(-c2sc(-c3ccc(O)cc3)nc2O)n1,4.94
CHEMBL5266190,CCCC(=O)c1sc(-c2cccc(F)c2)nc1O,6.85
CHEMBL5284265,CCCCC/C=C/C/C=C\C/C=C/C/C=C/CCCC(=O)NCCc1ccc(O)c(O)c1,6.16
CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,6.38
CHEMBL5268297,Cc1nnc(-c2sc(-c3cccc(F)c3)nc2O)o1,5.04
CHEMBL1779158,c1ccc(CN(CCc2c[nH]c3ccccc23)Cc2ccccc2)cc1,6.1
CHEMBL5279232,CCOC(=O)Cc1sc(-c2ccccc2)nc1O,6.02
CHEMBL5282352,CCn1nnc(-c2sc(-c3cccc(N)c3)nc2O)n1,7.21
CHEMBL207433,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,5.8
CHEMBL1377190,CCOC(=O)c1sc(-c2ccc(Cl)cc2)nc1O,6.26
CHEMBL5275535,CCn1nnc(-c2sc(-c3cnccn3)nc2O)n1,5.72
CHEMBL5269450,CC(C)CC(=O)c1sc(-c2cccc(F)c2)nc1O,6.54
CHEMBL5289662,CCON(C)C(=O)c1sc(-c2ccccc2O)nc1O,5.82
